time,offered_load_mbps,accepted_load_mbps,capacity_sum_mbps,goodput_sum_mbps,served_step_mb,queue_sum,blocked_rate,blocked_queue_cap_rate,blocked_timeout_rate,acceptance_rate,service_rate,mean_served_delay_s,p95_served_delay_s,mean_timeout_delay_s,utilization,fairness
0.0,993.1004276215715,993.1004276215715,151.2076372223164,151.2076372223164,18.90095465278955,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.9775305020463012
1.0,1260.8228098935806,1260.8228098935806,189.52410922560264,159.5680945702436,19.94601182128045,13,0.0,0.0,0.0,1.0,0.13333333333333333,2.0,2.0,0.0,1.0,0.9619938002414925
2.0,724.9918821807256,724.9918821807256,189.6596691214273,174.7059158558098,21.838239481976224,11,0.0,0.0,0.0,1.0,0.3888888888888889,2.2857142857142856,3.0,0.0,1.0,0.9269311339402525
3.0,2609.052099092884,2609.052099092884,181.01644725786844,181.01644725786846,22.627055907233558,18,0.0,0.0,0.0,1.0,0.28,2.2857142857142856,3.0,0.0,1.0,0.8634030677628729
4.0,1437.5619784192634,1437.5619784192634,172.9613301254276,172.96133012542762,21.620166265678453,22,0.0,0.0,0.0,1.0,0.2903225806451613,2.5555555555555554,4.0,0.0,1.0,0.8187324573465161
5.0,217.06334932918054,217.06334932918054,168.11976873448054,168.11976873448054,21.014971091810068,22,0.0,0.0,0.0,1.0,0.3125,2.9,6.0,0.0,1.0,0.8242857201657394
6.0,370.68005793869236,370.68005793869236,163.67560592250555,163.67560592250555,20.459450740313194,24,0.0,0.0,0.0,1.0,0.29411764705882354,2.9,6.0,0.0,1.0,0.8645899431265743
7.0,203.84369184456102,203.84369184456102,165.23058031592862,165.2305803159286,20.653822539491074,25,0.0,0.0,0.0,1.0,0.2857142857142857,2.9,6.0,0.0,1.0,0.8485019797700535
8.0,375.9172818110252,375.9172818110252,164.11238276833416,164.11238276833416,20.51404784604177,31,0.0,0.0,0.0,1.0,0.24390243902439024,2.9,6.0,0.0,1.0,0.7951837020959556
9.0,50.85627623273669,50.85627623273669,163.9732335138617,163.97323351386171,20.496654189232714,32,0.0,0.0,0.0,1.0,0.23809523809523808,2.9,6.0,0.0,1.0,0.7863863296103542
10.0,1290.5656973970488,1290.5656973970488,165.54073638291757,165.5407363829176,20.6925920478647,37,0.0,0.0,0.0,1.0,0.2127659574468085,2.9,6.0,0.0,1.0,0.7325675276169574
11.0,1291.7363685817757,1291.7363685817757,163.89304942703535,163.89304942703535,20.48663117837942,41,0.0,0.0,0.0,1.0,0.19607843137254902,2.9,6.0,0.0,1.0,0.7523038461220208
12.0,876.1301495568123,876.1301495568123,158.9095073596316,158.9095073596316,19.86368841995395,46,0.0,0.0,0.0,1.0,0.17857142857142858,2.9,6.0,0.0,1.0,0.752718629914698
13.0,42.85768823579281,42.85768823579281,158.30178306170578,158.3017830617058,19.787722882713226,47,0.0,0.0,0.0,1.0,0.17543859649122806,2.9,6.0,0.0,1.0,0.7694773530458753
14.0,323.8478568074869,323.8478568074869,157.3180680852273,157.3180680852273,19.664758510653414,50,0.0,0.0,0.0,1.0,0.16666666666666666,2.9,6.0,0.0,1.0,0.799249586878575
15.0,519.7666977308602,519.7666977308602,159.9722224177567,159.97222241775674,19.996527802219592,53,0.0,0.0,0.0,1.0,0.15873015873015872,2.9,6.0,0.0,1.0,0.7686993323016723
16.0,739.4117066173648,739.4117066173648,161.81871365838094,161.81871365838094,20.227339207297618,57,0.0,0.0,0.0,1.0,0.14925373134328357,2.9,6.0,0.0,1.0,0.7392622931874304
17.0,1279.7350580753682,1279.7350580753682,161.74834123310322,161.74834123310325,20.218542654137906,63,0.0,0.0,0.0,1.0,0.14864864864864866,4.181818181818182,17.0,0.0,1.0,0.7704314609169219
18.0,1715.085424794646,1715.085424794646,158.14201976510913,158.14201976510915,19.767752470638644,70,0.0,0.0,0.0,1.0,0.14634146341463414,5.416666666666667,17.0,0.0,1.0,0.738142960422682
19.0,1616.7013400722637,1616.7013400722637,158.35378161841243,158.35378161841243,19.794222702301553,73,0.0,0.0,0.0,1.0,0.1511627906976744,6.384615384615385,18.0,0.0,1.0,0.761578059891858
